Category,Description,UOM,Customer Price,SKU,UPC,Manufacturer Part Number,Source Date
Firestop & Sealants,FIRE BRR CAULK SAUSAGE PACK,ea,23.3600,5472,5111511642,3M CP-25WBPLUS-,2026-08-25
Wire Management,3INX300FT YEL CAUTION TAPE,ea,18.9770,567374,5112853460,3M 301,2026-08-25
PPE & Safety,YEL NEON FOAM EARPLUG PER P,ea,0.4970,578947,8052911035,3M> 311-1252,2026-08-25
PPE & Safety,"VIRTUA CLEAR TEMPLE, CLEAR",ea,1.4540,578993,7837111228,3M> 11228-00000,2026-08-25
PPE & Safety,LRG GRIP GLOVES,ea,7.1060,878554,5400798955,3M CGL-GU,2026-08-25
Firestop & Sealants,FIRE BRR SEALANT,ea,14.2630,616483,5111518810,3M FD150+RED20O,2026-08-25
Firestop & Sealants,FIRE BLOCK FOAM,ea,19.1180,630233,5111554907,3M FB-FOAM-ORAN,2026-08-25
Wire Management,SPLICING TAPE,ea,14.2630,63588,5400750349,3M 2155-1-1/2X2,2026-08-25
Wire Management,SPLICING TAPE,ea,6.9150,377025,5113897905,3M 2155-3/4X22F,2026-08-25
Wire Management,2.83IN X 60 YD PAINTERS TAP,ea,14.6720,894920,2120098031,3M 2090-72NC,2026-08-25
Terminals & Lugs,COLD SHRINK INSLTR,ea,70.1740,378917,5112857237,3M QSLV-M2-500,2026-08-25
PPE & Safety,XLRG GRIP GLOVES,ea,7.1060,898758,5400798956,3M CGXL-GU,2026-08-25
Misc,3IN X 1000FT RED CAUTION TA,ea,97.8700,403882,5112857779,3M 406,2026-08-25
Misc,6IN X 1000FT RED CAUTION TA,ea,241.2490,403884,5112857781,3M 408-R-6X1000,2026-08-25
PPE & Safety,VIRTUA AP PROT EYEWEAR CLEA,ea,3.6910,921364,7837111818,3M> 11818-00000,2026-08-25
Terminals & Lugs,DIR BURY SPLC KIT,ea,15.6700,679972,5112858573,3M DBR/Y-6(KIT),2026-08-25
Fittings,SCOTCHCAST CONNECTOR SEALIN,ea,5.8500,691623,5112859186,3M 3570G-N,2026-08-25
Firestop & Sealants,FIRE RETARDANT ELECTRIC ARC,ea,31.3150,934776,5112860333,3M 77-BLACK-3X2,2026-08-25
Misc,3IN X 1000FT ORG CAUTION TA,ea,159.5350,423190,5112857780,3M 407,2026-08-25
Wire Management,6INX1000FT RED CAUTION TAPE,ea,101.4330,435669,5112857773,3M 368,2026-08-25
PPE & Safety,N95 PARTICULATE RESP PER EA,ea,3.1730,435673,5113854343,3M> 8511,2026-08-25
Firestop & Sealants,POTTING KIT,ea,64.3300,729714,5112859190,3M 2136,2026-08-25
Firestop & Sealants,FAST DRY 15 OZ CAN,ea,57.6380,753830,5112860151,3M SCOTCHKOTE-F,2026-08-25
Wire Management,FRICTION TAPE,ea,11.4870,473335,5112857173,3M 1755-3/4X60F,2026-08-25
Wire Management,HEAT SHRINK TUBING,ea,6.9920,765917,5112859598,3M FP301-3/4-48,2026-08-25
Firestop & Sealants,PIP DEV FIRE BRR,ea,14.7610,478255,5111516505,3M ULTRA-RC-PAC,2026-08-25
Firestop & Sealants,PIP DEV FIRE BRR,ea,18.9440,478259,5111516506,3M ULTRA-RC-PAC,2026-08-25
Wire Management,SELF-FUSING TAPE,ea,36.1130,32963,89104000386,3M 23-3/4X30FT,2026-08-25
Wire Management,GLASS CLOTH TAPE,ea,27.4090,13035,5400715074,3M 27-3/4X66FT,2026-08-25
Wire Management,BLUE CODING TAPE,ea,8.3130,15522,5400710836,3M 35-BLUE-3/4X,2026-08-25
Wire Management,CODING TAPE,ea,8.3130,9778,5400710885,3M 35-BROWN-3/4,2026-08-25
Wire Management,CODING TAPE,ea,8.3130,33441,5400700072,3M 35-GRAY-3/4X,2026-08-25
Wire Management,CODING TAPE,ea,8.3130,32864,5400710851,3M 35-GREEN-3/4,2026-08-25
Wire Management,CODING TAPE,ea,8.3130,9328,5400710869,3M 35-ORANGE-3/,2026-08-25
Wire Management,CODING TAPE,ea,8.3130,15126,5400710810,3M 35-RED-3/4X6,2026-08-25
Wire Management,CODING TAPE,ea,8.3130,21824,5400711271,3M 35-VIOLET-3/,2026-08-25
Wire Management,CODING TAPE,ea,8.3130,20602,5400710828,3M 35-WHITE-3/4,2026-08-25
Wire Management,CODING TAPE,ea,7.6630,1596,5400710844,3M 35-YELLOW-3/,2026-08-25
Wire Management,ELECTRICAL TAPE,ea,34.9080,21719,5400709910,3M 69-3/4X66FT,2026-08-25
Wire Management,ELECT TAPE,ea,11.4420,19084,5400706143,3M 88-SUPER-3/4,2026-08-25
Wire Management,SPLICING TAPE,ea,56.7090,172,5400741718,3M 130C-1-1/2X3,2026-08-25
Wire Management,SPLICING TAPE,ea,37.1560,18408,5400741753,3M 130C-1X30FT,2026-08-25
Wire Management,SPLICING TAPE,ea,28.3890,25580,5400741717,3M 130C-3/4X30F,2026-08-25
Wire Management,3INX1000FT YEL CAUTION TAPE,ea,51.9180,19705,5112853042,3M 300,2026-08-25
Wire Management,3X1000FT RED CAUTION TAPE R,ea,49.2780,26868,5112853461,3M 302-R-3X1000,2026-08-25
Misc,CAUTION BURIED ELECTRIC LIN,ea,18.9890,34322,5112853462,3M 303,2026-08-25
Fittings,SELF-STRIP TAP CONN .190IN,ea,0.5560,26146,5400711032,3M 562-POUCH,2026-08-25
Fittings,SELF-STRIP TAP CONN,ea,0.7600,9310,5400714887,3M 567-BOX,2026-08-25
Firestop & Sealants,MASTIC PAD,ea,11.5530,20247,5400721296,3M 2200-6-1/2X4,2026-08-25
Wire Management,YEL VARNISHED CAMBRIC TAPE,ea,57.5970,10624,5400704836,3M 2520-3/4X60F,2026-08-25
Wire Management,SILVER DUCT TAPE,ea,24.0500,22175,5113106975,3M 3939-48MMX54,2026-08-25
Fittings,#10-1/0 AWG CONNECTOR INSUL,ea,39.2460,2544,5400742390,3M 8424-8,2026-08-25
Fittings,#2-1/0 AWG CONNECTOR INSULA,ea,32.8330,143,5400742391,3M 8425-8,2026-08-25
Fittings,2/0-250MCM CONNECTOR INSULA,ea,40.9920,22199,5400734457,3M 8426-9,2026-08-25
Fittings,2/0-250MCM CONNECTOR INSULA,ea,49.1380,10092,5400734458,3M 8426-11,2026-08-25
Fittings,250-400MCM CONNECTOR INSULA,ea,61.2160,16263,5400734459,3M 8427-12,2026-08-25
Fittings,500-800MCM CONNECTOR INSULA,ea,87.2140,30373,5400709056,3M 8428-12,2026-08-25
Wire Management,2X60YD DUCT TAPE,ea,36.0580,20975,2120085562,3M 3939-72MMX55,2026-08-25
Fittings,BLUE/GRAY CONN,ea,0.6750,30856,5400743150,3M B/G+POUCH (B,2026-08-25
Fittings,BLUE/GRAY CONN (250/JUG),ea,0.6720,23245,5400743151,3M B/G-BULK-PLU,2026-08-25
Firestop & Sealants,FIRE CAULK,ea,16.8350,33476,5111511638,3M CP-25WBPLUS-,2026-08-25
Fittings,ORANGE/BLUE CONN,ea,0.1790,10896,5400743152,3M O/B+POUCH (O,2026-08-25
Fittings,OB+JUG ORANGE/BLUE CONN,ea,0.1120,22077,5400743153,3M O/B-BULK-PLU,2026-08-25
Fittings,RED/YELLOW CONN,ea,0.2450,19792,5400743154,3M R/Y+POUCH (R,2026-08-25
Fittings,RED/YELLOW CONN,ea,0.1990,33298,5400743155,3M R/Y+JUG,2026-08-25
Wire Management,INSUL TAPE,ea,22.3620,11209,5400741750,3M SCOTCHFIL-1-,2026-08-25
Wire Management,CABLE STACKER,ea,0.5160,25292,5400749554,3M SI-1,2026-08-25
Wire Management,ELECT TAPE,ea,51.8060,20744,5400710356,3M 88-SUPER-2X3,2026-08-25
Wire Management,WRITE-ON TAPE W/DISPENSER,ea,61.6810,31517,5400711954,3M SWD,2026-08-25
Fittings,SPRING CONN 100/POUCH,ea,0.2270,23045,5112854454,3M T/R+POUCH (T,2026-08-25
Fittings,SPRING CONN 750/JUG,ea,0.1890,7996,5112854455,3M T/R+JUG,2026-08-25
Fittings,SPRING CONN 500JUG,ea,0.1090,33453,5112855219,3M T/Y+JUG,2026-08-25
Wire Management,SPLICING TAPE,ea,14.0480,3104,5400706165,3M 2242-3/4X15F,2026-08-25
Terminals & Lugs,UNDERGRND FEEDER SPLICE KIT,ea,41.7580,33385,5400742920,3M UF1,2026-08-25
Wire Management,FRIC TAPE,ea,28.1040,80941,5400750217,3M 1755-1-1/2X8,2026-08-25
Wire Management,VINYL ELECL TAPE 3/4IN X 76,ea,10.2370,1516209,63806029035,3M 33PLUS-SUPER,2026-08-25
Wire Management,CODING TAPE,ea,9.5500,1249056,5112861333,3M 35-PINK-3/4X,2026-08-25
Wire Management,SPLICING TAPE,ea,75.5660,81781,5400741754,3M 130C-2X30FT,2026-08-25
Firestop & Sealants,1.5IN X 6IN MOLDABLE PUTTY,ea,33.1050,153309,5111516561,3M MP-PLUS-STIC,2026-08-25
Wire Management,LINERLESS RUBBER TAP,ea,37.1750,83064,5400743251,3M 2242-2,2026-08-25
Firestop & Sealants,10.1FL OZ FIRE BLOCK SEALAN,ea,15.3220,55592,5111516591,3M FB-136,2026-08-25
Firestop & Sealants,MOLDABLE PUTTY PAD,ea,8.6740,55681,5111516508,3M MPP+4X8,2026-08-25
Wire Management,RUBBER MASTIC TAPE,ea,57.6380,55859,5400709656,3M 2228-2X10FT,2026-08-25
Wire Management,PLASTIC TAPE,ea,15.1450,85297,5400710174,3M 33-1-1/2X44F,2026-08-25
Fittings,SPRING CONN 100BOX,ea,0.1920,85323,5112855218,3M T/Y+POUCH (T,2026-08-25
Firestop & Sealants,FIRE BARRIER MOLDABLE PUTTY,ea,8.8420,60077,5111516509,3M MPP+7X7,2026-08-25
Wire Management,TAPE,ea,15.8050,87700,5400710349,3M 88-SUPER-1-1,2026-08-25
Wire Management,TEMFLEX VINYL ELECTRICAL TA,ea,2.1520,1608570,7630892568,3M 165BK4A,2026-08-25
Wire Management,TEMFLEX VINYL ELECTRICAL TA,ea,2.0210,1608572,7630892569,3M 165BL4A,2026-08-25
Wire Management,TEMFLEX VINYL ELECTRICAL TA,ea,2.1970,1608573,7630892570,3M 165BR4A,2026-08-25
Wire Management,TEMFLEX VINYL ELECTRICAL TA,ea,2.1970,1608574,7630892572,3M 165GY4A,2026-08-25
Wire Management,TEMFLEX VINYL ELECTRICAL TA,ea,2.0210,1608575,7630892571,3M 165GR4A,2026-08-25
Wire Management,TEMFLEX VINYL ELECTRICAL TA,ea,2.2310,1608576,7630892573,3M 165OR4A,2026-08-25
Wire Management,TEMFLEX VINYL ELECTRICAL TA,ea,2.0210,1608577,7630892575,3M 165RD4A,2026-08-25
Wire Management,TEMFLEX VINYL ELECTRICAL TA,ea,2.1970,1608579,7630892576,3M 165WH4A,2026-08-25
Wire Management,TEMFLEX VINYL ELECTRICAL TA,ea,2.1970,1608580,7630892577,3M 165YL4A,2026-08-25
Wire Management,RUBBER SPLICING TAPE 1IN-X-,ea,48.1910,192034,5400700059,3M 23-1X30FT,2026-08-25
Wire Management,SPLICING TAPE,ea,25.9900,63496,5400741323,3M 2242-1-1/2X1,2026-08-25
PPE & Safety,N95 RESPIRATOR / DUST MASK,ea,1.3400,92077,5113846457,3M> 8210-RESPIR,2026-08-25
Misc,INLINE POWER CABLE RESIN SP,ea,68.5970,1152252,5112861341,3M 82A1N,2026-08-25
Terminals & Lugs,RED SECURE GRIP WIRENUT CON,ea,0.2120,1419898,7630892605,3M SG-R-BAG,2026-08-25
Misc,FIRE BARRIER CAULK YELLOW 2,ea,32.4160,117149,5111516560,3M IC-15WB+-20O,2026-08-25
Misc,DT8 DUCT TP SILVER 48MMX54.,ea,14.4310,1681486,68933017225,3M DT8IW,2026-08-25
Wire Management,HEAT SHRINK THIN-WALL TUBIN,ea,4.8160,1446071,5112859867,3M FP-301-3/4-R,2026-08-25
Wire Management,ELECTRICIANS BUNDLING TAPE,ea,10.9750,73503,5400743403,3M 2000-50MMX46,2026-08-25
Firestop & Sealants,MOLDABLE PUTTY STICK 1.5X11,ea,29.1990,96054,5111516526,3M MP+1.4X11,2026-08-25
Misc,2X6X9 FIRE BARRIER PILLOWS,ea,32.4900,97170,5111516531,3M FB269,2026-08-25
Misc,FIRE BARRIER PILLOW 2 IN X,ea,26.0240,75368,5111516530,3M FB-249,2026-08-25
Wire Management,VARNISHED CAMBRIC TAPE,ea,51.3150,97277,5400741720,3M 2510-3/4X60F,2026-08-25
Wire Management,GLASS CLOTH TAPE,ea,18.2790,99011,5400715066,3M 27-1/2X66FT,2026-08-25
Misc,PLSTC,ea,4.3330,99079,5400706130,3M 33PLUS-SUPER,2026-08-25
Wire Management,2 X 100FT TEMFLEX PIPEWRAP,ea,18.7260,99783,5400709061,3M 1100UP-2X100,2026-08-25
Wire Management,HEAT SHRINK TUBING,ea,24.1740,42710,5112860077,"3M IT0.800BK6""P",2026-08-25
Misc,(ITCSN-1100-9IN-BLACK-12-3-,ea,39.1770,42711,5112860079,3M IT1.100BK9IN,2026-08-25
Terminals & Lugs,COLD SHRINK INSULATOR,ea,73.6650,51774,5112859546,3M WF103 (71000,2026-08-25
Fasteners,3/8 STL UNIV BEAM CLAMP,ea,2.6686,799081,78073000652,AGP 1652,2026-08-25
Firestop & Sealants,1LB GRY ASB-FREE DUCT SEAL,ea,3.8010,1009903,78073020001,AGP DS1,2026-08-25
Fasteners,2X5 STL NAIL PLATE,ea,0.4305,1020117,78073000662,AGP 1662,2026-08-25
Fasteners,1/4-20 STL UNIV BEAM CLAMP,ea,0.8306,1042621,78073010651,AGP 1651,2026-08-25
Fittings,PURPLE PVC TAPE 3/4 X 66,ea,1.2446,949216,78073000234,AGP 234,2026-08-25
Fittings,RED PVC TAPE 3/4IN X 66FT,ea,1.2446,723498,78073000225,AGP 225,2026-08-25
Fittings,WHITE PVC TAPE 3/4IN X 66FT,ea,1.2446,723500,78073000226,AGP 226,2026-08-25
Fittings,BLUE PVC TAPE 3/4IN X 66FT,ea,1.2446,723501,78073000227,AGP 227,2026-08-25
Fittings,GREEN PVC TAPE 3/4IN X 66FT,ea,1.2446,723502,78073000228,AGP 228,2026-08-25
Fittings,ORANGE PVC TAPE 3/4IN X 66F,ea,1.2446,723503,78073099229,AGP 229,2026-08-25
Fittings,YELLOW PVC TAPE 3/4IN X 66F,ea,1.2446,723504,78073000230,AGP 230,2026-08-25
Fittings,BROWN PVC TAPE 3/4IN X 66FT,ea,1.2446,723505,78073000231,AGP 231,2026-08-25
Fittings,GRAY PVC TAPE 3/4IN X 66FT,ea,1.2446,723506,78073000232,AGP 232,2026-08-25
Wire Management,3/4X3000/RL PLY MULE TAPE,ea,377.0740,444445,78073034250,AGP 34250,2026-08-25
Fittings,3/4X60FT 7MIL BLK PVC TAPE,ea,1.0631,1228839,78073000224,AGP 224,2026-08-25
Fasteners,1-1/2X2-3/4 STL NAIL PLATE,ea,0.2686,372021,78073010661,AGP 1661,2026-08-25
Fittings,HDPE 1730 SERIES RECTANGULA,ea,331.0740,1802571,78073017308,AGP 1730-18P2PE,2026-08-25
Data & Comm,#12 100/SPOOL PG JACK CHAIN,ea,0.2890,1153128,78073000105,AGP> 105,2026-08-25
Conduit & Raceway,3/8 ZP/STL 1HL EMT STRAP,ea,0.0720,1153634,78073000575,AGP 575,2026-08-25
Fittings,3/3 ZP/STL 2HL SEC STRAP,ea,0.2450,1153646,78073010592,AGP 592B,2026-08-25
Fittings,3-4/0 ZP/STL 2HL SEC STRAP,ea,0.3348,1153648,78073010594,AGP 594D,2026-08-25
Boxes,4-11/16 SQ BOX COVER,ea,1.0452,1153707,78073010641,AGP 641,2026-08-25
Boxes,4IN SQ BOX COVER,ea,0.8602,1153710,78073010642,AGP 642,2026-08-25
Boxes,4IN OCT/RND BOX COVER,ea,0.5879,1153712,78073010643,AGP 643,2026-08-25
Firestop & Sealants,5LB GRY ASB-FREE DUCT SEAL,ea,14.4440,1154474,78073020005,AGP DS5,2026-08-25
Devices,4IN TOGGLE SWITCH COVER,ea,2.3754,1159399,78073016673,AGP 644-G,2026-08-25
Fittings,1/2 KO SEALS W/HARDWARE,ea,0.5848,296908,78073018058,AGP 310,2026-08-25
Fittings,3/4 KO SEALS W/HARDWARE,ea,0.7241,296912,78073018060,AGP 311,2026-08-25
Fittings,1IN KO SEALS W/HARDWARE,ea,1.0154,296915,78073018061,AGP 312,2026-08-25
Fittings,1-1/4 KO SEALS W/HDWR,ea,1.3027,296920,78073018062,AGP 313,2026-08-25
Fittings,1-1/2 KO SEALS W/HDWR,ea,2.1023,296922,78073018064,AGP 314,2026-08-25
Fittings,2IN KO SEALS W/HARDWARE,ea,2.5689,296925,78073018066,AGP 315,2026-08-25
Fittings,2-1/2 KO SEALS W/HDWR,ea,3.3087,296928,78073000416,AGP 416,2026-08-25
Fittings,3IN IN KO SEALS W/HARDWARE,ea,4.2089,296931,78073000417,AGP 417,2026-08-25
Fittings,3-1/2 KO SEALS W/HDWR,ea,4.6832,296934,78073000418,AGP 418,2026-08-25
Fittings,4IN IN KO SEALS W/HARDWARE,ea,6.7970,296938,78073000419,AGP 419,2026-08-25
Fasteners,3/8-16 TOP BEAM CLAMP,ea,2.2210,1170079,78073012353,AGP 353-EG,2026-08-25
Fittings,T-BAR,ea,4.3810,99262,78073010001,AGP 175,2026-08-25
Fittings,10IN RD GRN BODY AND CVR EL,ea,39.5420,1130606,78073091010,AGP 910L-1G2GE2,2026-08-25
Fittings,10X15 PLASTIC HANDHOLE ELEC,ea,80.6200,1885705,78073010151,AGP 10151G2GHDE,2026-08-25
Motors & Controls,15KVA 1PH TFMR,ea,2187.3330,8798,4750373415,ACME T2535173S,2026-08-25
Motors & Controls,50KVA DIST TFMR,ea,4324.9590,122409,4750320151,ACME TP530203S,2026-08-25
Motors & Controls,ICT .350KVA 240X480-120,ea,221.3350,1566374,4750301531,ACME CE350N008,2026-08-25
Motors & Controls,ICT .500KVA 240X480-120,ea,262.4950,1566375,4750301532,ACME CE500N008,2026-08-25
Motors & Controls,10KVA 1PH TFMR,ea,1629.0260,62231,4750373410,ACME T2535163S,2026-08-25
Motors & Controls,1KVA TRANSFORMER,ea,632.8280,112025,4750340000,ACME TF279260S,2026-08-25
Motors & Controls,6KVA 3PH TFMR,ea,1559.8360,164450,4750373355,ACME T2A533091S,2026-08-25
Motors & Controls,TFMR 1PH 2.0KVA 240X480-120,ea,403.7220,163506,4750307389,ACME T1002K0190,2026-08-25
Motors & Controls,TFMR 1PH 5.0KVA 240X480-120,ea,728.1150,170309,4750307395,ACME T1005K0190,2026-08-25
Motors & Controls,TFMR 1PH 3.0KVA 240X480-120,ea,511.8480,171171,4750307392,ACME T1003K0190,2026-08-25
Motors & Controls,TFMR 1PH 3.0KVA,ea,857.7870,172780,4750307329,ACME T1003K0220,2026-08-25
Motors & Controls,TFMR 1PH .50KVA 120X240-12X,ea,242.9700,172783,4750307365,ACME B1500V0280,2026-08-25
Motors & Controls,TFMR 1PH .75KVA 120X240-16/,ea,362.8520,172784,4750307369,ACME B1750V0290,2026-08-25
Motors & Controls,TFMR 1PH 7.5KVA 240X480-120,ea,1010.7270,193391,4750307404,ACME T1007K0193,2026-08-25
Motors & Controls,TFMR 1PH 1.0KVA,ea,377.5530,199313,4750307326,ACME T1001K0220,2026-08-25
Motors & Controls,TFMR 1PH 15KVA 240X480-120/,ea,1632.3330,202364,4750307318,ACME T1015K0193,2026-08-25
Motors & Controls,TFMR 1PH 1KVA 120X240-12/24,ea,404.7030,232434,4750307257,ACME B1001K0280,2026-08-25
Motors & Controls,TFMR 1PH .50KVA 120X240-16/,ea,285.7180,233545,4750307368,ACME B1500V0290,2026-08-25
Motors & Controls,TFMR 1PH 1.5KVA 120X240-16/,ea,505.0460,234286,4750307263,ACME B1105K0290,2026-08-25
Motors & Controls,TFMR 1PH .25KVA 120X240-12X,ea,194.4310,234291,4750307364,ACME B1250V0280,2026-08-25
Misc,3/4 TO 1-1/8 CABLE CLAMP,ea,39.6980,353593,78106313285,ADA SH75,2026-08-25
Misc,1/2 TO 3/4 CBL CLAMP,ea,18.9640,296756,78106313282,ADA SH50,2026-08-25
Misc,CABLE CLAMP SPRING,ea,16.0660,296760,78106391668,ADA SHS75,2026-08-25
Lighting,(2)F32T8 ELEC BAL,ea,27.7610,532463,78108708683,ADV IOPA2P32N35,2026-08-25
Lighting,ELE BALLAST (3) F32T8 120-2,ea,30.9050,824073,78108712461,ADV IOPA3P32N35,2026-08-25
Lighting,ELE BALLAST (2) F28T5 120-2,ea,67.8310,881665,78108713172,ADV ICN2S28T35I,2026-08-25
Lighting,120-277V FLU BALLAST,ea,89.5830,897410,78108713169,ADV ICN2S24T35I,2026-08-25
Lighting,ELE BALLAST (3) F32T8 120-2,ea,28.4050,664371,78108709149,ADV ICN3P32N35I,2026-08-25
Lighting,ELE BALLAST (4) F32T8 120-2,ea,28.6840,664372,78108709151,ADV ICN4P32N35I,2026-08-25
Lighting,(2)F28T5 ELEC BLST,ea,67.8310,432266,78108708072,ADV ICN2S28N35I,2026-08-25
Lighting,2-F96T12 ELEC BLST 120-277V,ea,58.7110,953393,78108713555,ADV ICN2P60N35I,2026-08-25
Lighting,1 OR 2 F96T8 ELECTRONIC BAL,ea,53.8540,953394,78108713562,ADV IOP2P59N35I,2026-08-25
Lighting,2-LAMP F96T12HO BALST.120-2,ea,83.2660,470487,78108708528,ADV ICN2S110SC3,2026-08-25
Lighting,120-277V BAL,ea,34.0490,783005,78108711524,ADV IOPA4P32N35,2026-08-25
Lighting,54W 120-277V BAL,ea,52.1550,787395,78108712485,ADV ICN2S5490CN,2026-08-25
Lighting,70W QUAD MH,ea,163.5300,23367,78108705072,ADV 71A5292-001,2026-08-25
Lighting,400W MH 5-TAP,ea,177.5480,16973,78108711037,ADV 71A6051001D,2026-08-25
Lighting,1000W MH 5-TAP,ea,335.5850,16622,78108711183,ADV 71A6552001,2026-08-25
Lighting,400W HPS 5-TAP,ea,269.2450,762,78108711181,ADV 71A8453001D,2026-08-25
Lighting,2-18W CFL 4-PIN 120-277V EL,ea,35.4730,34783,78108711776,ADV ICF2S18H1LD,2026-08-25
Lighting,2-13W CFL 4PIN 120/277V BAL,ea,51.0570,206353,78108711775,ADV ICF2S13H1LD,2026-08-25
Lighting,2-F32T8 UNIV BALLAST,ea,22.9080,316009,78108706912,ADV ICN2P32N35I,2026-08-25
Lighting,ELE BALLAST (2) 40W CFL (4-,ea,55.9620,319968,78108706534,ADV ICN2TTP40SC,2026-08-25
Lighting,120-277V BAL,ea,118.6800,205182,78108704786,ADV ICN4S5490C2,2026-08-25
Lighting,ELE BALLAST (2) F40T12 120-,ea,31.5530,328916,78108707487,ADV ICN2S40N35I,2026-08-25
Lighting,ELE BALLAST (1) F32T8 120-2,ea,20.0340,358576,78108707406,ADV ICN1P32N35I,2026-08-25
Lighting,120-277V ELEC BAL,ea,71.2220,879991,78108713178,ADV ICN2S54T35I,2026-08-25
Lighting,100W 0.1-1.1A 0-10V LED DRI,ea,61.3420,1781164,78108714156,ADV XI100C110V1,2026-08-25
Lighting,2-42W COMP 277 BAL,ea,56.7540,64519,78108711779,ADV ICF2S42M2LD,2026-08-25
Lighting,ELE BALLAST (3) 40W CLF (4-,ea,54.2500,267022,78108706509,ADV ICN3TTP40SC,2026-08-25
Lighting,ELE BAL (2) 26W CFL (4-PIN),ea,53.6120,91305,78108711778,ADV ICF2S26H1LD,2026-08-25
Lighting,ELE BALLAST (2) F28T5 120-2,ea,81.3760,296331,78108705764,ADV IOP2S28115S,2026-08-25
Lighting,XITANIUM 36W 1.0A 54V 0-10V,ea,51.1080,1439672,78108714207,ADV XI036C100V0,2026-08-25
Lighting,XITANIUM 75W 0.1-2.0A 54V 0,ea,55.0580,1439674,78108714322,ADV XI075C200V0,2026-08-25
Lighting,XITANIUM 54W 0.1-1.5A 54V 0,ea,49.3730,1444793,78108714287,ADV XI054C150V0,2026-08-25
Lighting,(2)F32T8 277V BLST,ea,17.3410,41974,78108706913,ADV ICN2P32N35M,2026-08-25
Wire Management,4.1 IN.UV BLK.CABLE TIE,m,27.5970,296767,84047600027,ADT AL04180C,2026-08-25
Misc,(WAS AL1450MH0C) 14IN CABLE,m,136.4520,73047,84047601254,ADT AL-15-50-MH,2026-08-25
Conductor,1000R AFC 3908-60-00 MC PLU,m,3694.6930,512086,7768025977,WIC. MCPLUS 10/,2026-08-25
Conduit & Raceway,1IN ALUM FLEX CONDUIT 50FT,ea,3.2150,657631,7768011929,AFC 5604-24-00,2026-08-25
Conductor,6FT 1/2IN NM WHIPS TYPE UL,ea,21.6350,398297,7768013730,AFC 8015,2026-08-25
Conductor,4FT 3/4IN NM WHIPS TYPE UL,ea,23.0720,398301,7768013731,AFC 8016,2026-08-25
Conductor,AFC 3908-42-00 MC PLUS BLK,m,3694.6930,1266639,7768025971,WIC. MCPLUS 10/,2026-08-25
Conductor,4FT 1/2IN NM WHIPS TYPE UL,ea,19.3620,371940,7768013729,AFC 8014,2026-08-25
Devices,1/2 KO DUPLEX 25PCS/BOX,ea,1.4230,292686,7768014667,AFC 0122-22-00,2026-08-25
Fittings,1/2 CABLE CONN,ea,1.2999,2872,84213610713,AFC QL-50KON,2026-08-25
Conduit & Raceway,3/4IN 6FT LIQUIDTIGHT WHIP,ea,29.9870,175328,7768013732,AFC 8017,2026-08-25
Misc,200LB LIFT,ea,1090.6520,89286,80065161400,ALA ALL200,2026-08-25
Misc,300LB LIFT,ea,1211.0480,91295,80065161410,ALA ALL300,2026-08-25
Fittings,1/2 90DEG ALUM ELBOW,ea,8.3120,32883,98002001161,ALE 012A90 1/2,2026-08-25
Fittings,3/4 90DEG ALUM ELBOW,ea,11.2920,23655,98002001162,ALE 034A90 3/4,2026-08-25
Fittings,1 IN 90DEG ALUM ELBOW,ea,15.7330,30959,98002001163,ALE 100A90 1IN,2026-08-25
Fittings,1-1/2 90DEG ALUM ELBOW,ea,33.2740,21389,98002001165,ALE 112A90 1-1/,2026-08-25
Fittings,1-1/4 90DEG ALUM ELBOW,ea,25.0130,30330,98002001164,ALE 114A90 1-1/,2026-08-25
Fittings,2 IN 90DEG ALUM ELBOW,ea,48.9780,3035,98002001166,ALE 200A90 2IN,2026-08-25
Fittings,2-1/2 90DEG ALUM ELBOW,ea,82.5530,23924,98002001167,ALE 212A90 2-1/,2026-08-25
Fittings,3 IN 90DEG ALUM ELBOW,ea,127.5150,24614,98002001168,ALE 300A90 3IN,2026-08-25
Fittings,4 IN 90DEG ALUM ELBOW,ea,235.8090,24847,98002001170,ALE 400A90 4IN,2026-08-25
Conduit & Raceway,10FT HOLE CHNL 1-5/8D,ea,2.8020,16919,70231650102,P-STRUT PS200EH,2026-08-25
Conduit & Raceway,S/S PEDESTAL,ea,98.3894,325862,70231651099,P-STRUT PS3033-,2026-08-25
Conduit & Raceway,3/8 SQ WASH SS,ea,3.7143,230382,702316S0007,P-STRUT PS619-3,2026-08-25
Conduit & Raceway,10FT CHNL ALUM 1-5/8D,ea,6.8134,236258,70231650160,P-STRUT PS200-E,2026-08-25
Conduit & Raceway,10FT HOLE CHNL 13/16D,ea,1.8453,2918,70231650154,P-STRUT PS500EH,2026-08-25
Conduit & Raceway,10FT CHANNEL 13/16D,ea,2.8491,15413,70231650110,P-STRUT PS500-1,2026-08-25
Conduit & Raceway,4H CHNL SPLICE,ea,10.7584,20557,70231651900,P-STRUT PS616-E,2026-08-25
Conduit & Raceway,4H T PLATE,ea,3.7207,8443,70231650138,P-STRUT PS714-E,2026-08-25
Fasteners,4H SPLICE PLATE,ea,3.5412,9561,70231650129,P-STRUT PS888-E,2026-08-25
Conduit & Raceway,PREASSM CLMP,ea,1.6808,28632,70231650325,P-STRUT PS1100-,2026-08-25
Fittings,PIPE CLAMP,ea,2.1051,29828,70231650341,P-STRUT PS1100-,2026-08-25
